CustomerId,CustomerName,City,CountryName,Region,TotalQuantity,DistinctOrders
210,Guy Compton,Sorbo Serpico,Jersey,WESTERN EUROPE,381,25
59,Wing Dodson,Torquay,Dominican Republic,LATIN AMER. & CARIB,380,19
9,Travis Dickerson,Korbach,Puerto Rico,LATIN AMER. & CARIB,378,21
347,Brody Dunlap,Girifalco,Lesotho,SUB-SAHARAN AFRICA,377,20
337,Hedley Harmon,Herenthout,Qatar,NEAR EAST,375,23
130,Armand Mcdowell,Fuenlabrada,China,ASIA (EX. NEAR EAST),374,17
33,Solomon Benson,Kelso,Belize,LATIN AMER. & CARIB,374,18
283,Wesley Cook,Dalkeith,Tajikistan,C.W. OF IND. STATES,371,22
213,Evan Kline,Grand-Hallet,Martinique,LATIN AMER. & CARIB,369,19
168,Ulysses Mack,Salem,Chad,SUB-SAHARAN AFRICA,368,22
209,Hiram Dunlap,Moncrivello,Kuwait,NEAR EAST,367,20
227,Brett Page,Ulyanovsk,Iraq,NEAR EAST,367,23
237,Linus Fisher,Preore,Lebanon,NEAR EAST,367,21
10,Orlando Stone,Tourinnes-Saint-Lambert,New Zealand,OCEANIA,366,22
277,Kirk Morton,San Martino in Badia/St. Martin in Thurn,Colombia,LATIN AMER. & CARIB,365,17
14,Jasper Miller,Brighton,Guinea,SUB-SAHARAN AFRICA,362,18
367,Caleb Tate,Riosucio,Liechtenstein,WESTERN EUROPE,362,18
120,Gil Frye,Genappe,Malawi,SUB-SAHARAN AFRICA,361,22
99,Andrew Mcgee,Butte,Saint Lucia,LATIN AMER. & CARIB,361,18
310,Preston Nunez,Anseong,Ghana,SUB-SAHARAN AFRICA,361,22
208,Avram Hughes,Stene,Thailand,ASIA (EX. NEAR EAST),359,21
218,Brady Cannon,Dunkerque,Cyprus,NEAR EAST,358,21
190,Scott Estrada,Feira de Santana,Ghana,SUB-SAHARAN AFRICA,358,21
68,Kasper Morse,Campinas,French Guiana,LATIN AMER. & CARIB,355,19
359,Hedley Dodson,Saint-Mard,Belgium,WESTERN EUROPE,353,20
25,Seth Hancock,Ipatinga,Togo,SUB-SAHARAN AFRICA,351,15
307,Aidan Orr,Kircudbright,Zambia,SUB-SAHARAN AFRICA,350,18
149,Daniel Bridges,Rajkot,Uzbekistan,C.W. OF IND. STATES,349,22
144,Brendan Herring,Tarcento,Cape Verde,SUB-SAHARAN AFRICA,345,16
90,Xanthus Brewer,Talca,Swaziland,SUB-SAHARAN AFRICA,341,19
26,Blaze Obrien,Cannes,Papua New Guinea,OCEANIA,340,18
400,Carter Burke,Banjarmasin,Namibia,SUB-SAHARAN AFRICA,337,16
133,Orlando Pickett,San Francisco,Syria,NEAR EAST,336,17
95,Lance Mcpherson,North Cowichan,Switzerland,WESTERN EUROPE,333,17
335,Brody Kent,Mardan,Marshall Islands,OCEANIA,323,18
174,Vladimir Cain,Halkirk,South Africa,SUB-SAHARAN AFRICA,322,19
156,Brandon Gomez,Bourges,Algeria,NORTHERN AFRICA,322,20
113,Hu Simpson,Kemzeke,Ukraine,C.W. OF IND. STATES,319,15
279,Tiger Barton,Ipswich,Cambodia,ASIA (EX. NEAR EAST),312,18
387,Nero Mitchell,LaSalle,Finland,WESTERN EUROPE,312,19
38,Mark Lucas,Nieuwkapelle,Serbia,EASTERN EUROPE,311,17
385,Ulric Abbott,Castel San Niccol�,Greece,WESTERN EUROPE,309,18
57,Ferris Stewart,Montefalcone nel Sannio,"Congo, Dem. Rep.",SUB-SAHARAN AFRICA,308,14
338,Wyatt Dyer,Jeju,Azerbaijan,C.W. OF IND. STATES,299,21
235,James Berger,Chennai,Saint Kitts & Nevis,LATIN AMER. & CARIB,299,21
6,Vincent Parsons,Henderson,Kenya,SUB-SAHARAN AFRICA,298,19
350,Tad Pace,Sherbrooke,France,WESTERN EUROPE,295,17
185,Sawyer Harrington,New Quay,Maldives,ASIA (EX. NEAR EAST),290,15
126,Aidan Bowers,R�ves,Anguilla,LATIN AMER. & CARIB,289,15
28,August Perez,Amstelveen,Canada,NORTHERN AMERICA,281,15
258,Logan Farrell,Pangnirtung,Pakistan,ASIA (EX. NEAR EAST),280,23
325,Arthur Benjamin,Miramichi,Oman,NEAR EAST,266,17
182,Davis Blackburn,Sluis,Thailand,ASIA (EX. NEAR EAST),258,16
289,Clarke Hensley,Castello di Godego,Gibraltar,WESTERN EUROPE,249,16
171,Hunter Hebert,Kamyzyak,Uruguay,LATIN AMER. & CARIB,191,14
